,carat,cut,color,clarity,depth,table,volume,price_bin,price
14522,0.3,Ideal,F,VS2,60.7,56.0,49.309343999999996,0.0,605.0
14523,0.3,Good,H,VVS2,63.1,60.0,48.815968000000005,0.0,605.0
14524,0.3,Good,G,VS1,63.6,54.0,49.8236,0.0,605.0
14525,0.3,Ideal,G,VS1,62.5,57.0,49.853232000000006,0.0,605.0
14526,0.3,Very Good,G,VS1,61.2,59.0,48.62764800000001,0.0,605.0
14527,0.3,Premium,H,VVS2,62.0,58.0,50.1294,0.0,605.0
14528,0.3,Very Good,G,VS1,61.4,58.0,49.98672,0.0,605.0
14529,0.3,Premium,G,VS1,61.4,60.0,49.34035,0.0,605.0
14530,0.3,Very Good,H,VVS2,60.6,58.0,49.537364999999994,0.0,605.0
14531,0.3,Ideal,G,VS1,62.2,55.0,49.252956,0.0,605.0
14532,0.3,Ideal,H,VVS2,61.6,55.0,49.64092,0.0,605.0
14533,0.3,Good,G,VS1,63.1,56.0,48.407232,0.0,605.0
14534,0.3,Very Good,F,VS2,62.9,57.0,49.27622699999999,0.0,605.0
14535,1.15,Ideal,I,VS1,61.3,56.0,188.62833599999996,1.0,5930.0
14536,1.22,Premium,H,VS2,62.7,58.0,192.727683,1.0,5930.0
14537,1.21,Very Good,I,VS2,62.0,57.0,195.417228,1.0,5931.0
14538,1.15,Very Good,D,SI1,61.7,58.0,187.68126000000004,1.0,5932.0
14539,1.05,Ideal,I,VVS2,61.8,53.0,174.98275199999998,1.0,5932.0
14540,1.25,Ideal,H,SI2,62.2,55.4,205.133214,1.0,5932.0
14541,1.01,Ideal,F,SI1,61.7,56.0,166.76604000000003,1.0,5932.0
14542,1.09,Ideal,E,SI1,61.1,55.0,182.05776,1.0,5935.0
14543,1.0,Ideal,E,SI1,62.9,56.0,161.5416,1.0,5935.0
14544,1.15,Good,H,VS1,64.3,54.0,188.26088399999998,1.0,5935.0
14545,1.01,Ideal,H,VS2,61.7,56.0,166.09136999999998,1.0,5936.0
14546,1.13,Ideal,D,SI1,61.8,56.0,186.84628000000004,1.0,5936.0
14547,1.21,Ideal,H,SI1,62.0,56.0,198.078384,1.0,5936.0
14548,1.26,Ideal,G,SI2,60.9,55.0,211.21800000000002,1.0,5937.0
14549,1.19,Ideal,F,SI1,62.1,56.0,197.500896,1.0,5937.0
14550,1.24,Ideal,H,SI2,59.5,61.0,204.619398,1.0,5937.0
14551,1.14,Ideal,H,VS2,61.6,56.0,185.39404799999997,1.0,5937.0
14552,1.14,Premium,H,VS2,61.7,60.0,186.117012,1.0,5937.0
14553,1.14,Ideal,H,VS2,61.7,57.0,186.119496,1.0,5937.0
14554,1.5,Premium,H,SI2,60.2,59.0,243.01672499999998,1.0,5937.0
14555,1.0,Very Good,F,VS2,62.1,58.0,162.44712,1.0,5938.0
14556,1.23,Ideal,H,SI1,62.3,57.0,202.00101999999998,1.0,5938.0
14557,1.11,Ideal,E,SI2,61.4,58.0,180.155664,1.0,5938.0
14558,1.0,Ideal,E,SI1,61.7,55.0,166.76444400000003,1.0,5938.0
14559,1.0,Very Good,G,VS2,61.2,56.0,162.224898,1.0,5939.0
14560,1.01,Premium,D,SI1,62.3,60.0,161.3408,1.0,5939.0
14561,1.01,Premium,D,SI1,61.6,58.0,164.903478,1.0,5939.0
14562,1.01,Ideal,D,SI1,62.0,57.0,162.86051600000002,1.0,5939.0
14563,1.01,Premium,D,SI1,62.8,60.0,163.733112,1.0,5939.0
14564,1.01,Ideal,D,SI1,60.8,56.0,167.82163200000002,1.0,5939.0
14565,1.01,Very Good,G,VS2,63.1,57.0,163.11752999999996,1.0,5939.0
14566,1.0,Premium,G,VS2,61.6,58.0,162.296415,1.0,5940.0
14567,1.0,Very Good,G,VS2,63.0,58.0,162.45311999999998,1.0,5940.0
14568,1.23,Good,I,VS1,63.6,59.0,200.50498,1.0,5940.0
14569,1.0,Premium,G,VS1,62.9,55.0,161.79479999999998,1.0,5940.0
14570,1.2,Very Good,I,VS2,60.5,60.0,198.240966,1.0,5941.0
14571,1.06,Premium,F,VS2,61.2,57.0,173.23627199999999,1.0,5942.0
14572,1.02,Good,G,VS2,63.7,57.0,157.4976,1.0,5943.0
14573,1.01,Very Good,G,VS2,61.4,59.0,164.74233600000002,1.0,5944.0
14574,1.22,Premium,H,VS2,61.4,62.0,197.40822399999996,1.0,5944.0
14575,1.17,Ideal,F,SI1,62.2,56.0,188.761694,1.0,5944.0
14576,1.06,Ideal,D,SI1,62.7,54.0,175.09459999999996,1.0,5946.0
14577,1.01,Premium,G,VS2,62.1,60.0,159.77552500000002,1.0,5946.0
14578,1.01,Premium,G,VS2,59.0,61.0,168.931808,1.0,5946.0
14579,1.01,Premium,G,VS2,61.8,59.0,163.88160000000002,1.0,5946.0
14580,1.01,Ideal,G,VS2,62.4,56.0,164.09519999999998,1.0,5946.0
14581,0.99,Ideal,F,VS1,61.0,55.0,166.792032,1.0,5947.0
14582,1.25,Premium,D,SI2,63.0,62.0,201.17636000000002,1.0,5947.0
14583,1.2,Premium,D,SI2,61.4,60.0,194.883185,1.0,5947.0
14584,1.2,Premium,G,SI1,61.5,61.0,194.31208800000002,1.0,5947.0
14585,1.03,Very Good,D,SI1,61.2,54.0,173.516466,1.0,5948.0
14586,1.21,Ideal,H,SI1,62.4,56.0,198.43079999999998,1.0,5948.0
14587,1.21,Premium,H,SI1,62.5,58.0,190.9656,1.0,5948.0
14588,1.17,Ideal,D,SI2,62.7,57.0,189.55104,1.0,5949.0
14589,1.28,Premium,H,SI2,61.9,56.0,210.46521600000003,1.0,5949.0
14590,1.09,Very Good,H,SI1,62.5,57.0,172.749522,1.0,5950.0
14591,1.25,Premium,H,SI2,62.1,58.0,203.470344,1.0,5950.0
14592,1.25,Premium,H,SI2,60.4,59.0,205.88958,1.0,5950.0
14593,1.01,Fair,G,VS2,65.1,56.0,153.2826,1.0,5950.0
14594,1.3,Premium,J,VS2,61.5,58.0,213.192,1.0,5951.0
14595,1.02,Good,G,VS1,64.3,57.0,161.64971199999997,1.0,5951.0
14596,1.05,Premium,E,SI1,62.5,59.0,168.8518,1.0,5951.0
14597,1.09,Premium,H,VS1,60.2,61.0,179.38044,1.0,5951.0
14598,1.23,Ideal,H,SI2,60.6,57.0,204.42186400000003,1.0,5951.0
14599,1.05,Very Good,D,SI1,59.3,59.0,175.201065,1.0,5952.0
14600,1.12,Premium,H,VS1,62.1,58.0,180.11664000000002,1.0,5952.0
14601,1.04,Ideal,D,SI1,61.7,57.0,171.841215,1.0,5952.0
14602,1.27,Very Good,I,SI1,63.1,59.0,202.703472,1.0,5953.0
14603,1.01,Good,E,VS2,63.4,56.0,163.01148500000002,1.0,5954.0
14604,1.2,Very Good,I,VS2,62.3,56.0,194.730588,1.0,5955.0
14605,1.2,Very Good,I,SI1,62.9,54.0,194.214375,1.0,5955.0
14606,1.02,Premium,E,SI1,61.4,58.0,165.93012000000004,1.0,5956.0
14607,1.19,Very Good,E,SI1,58.0,63.0,193.33386,1.0,5956.0
14608,1.1,Premium,G,VS1,62.2,59.0,178.05356999999998,1.0,5958.0
14609,1.32,Premium,H,VS1,61.3,58.0,214.707888,1.0,5958.0
14610,1.22,Ideal,I,VS2,62.5,57.0,202.17483000000001,1.0,5960.0
14611,1.11,Ideal,E,SI2,60.6,56.0,187.91447999999997,1.0,5962.0
14612,1.3,Ideal,H,VS1,62.2,57.0,212.84463,1.0,5962.0
14613,1.21,Premium,I,VS2,62.3,58.0,196.34507200000002,1.0,5962.0
14614,1.36,Premium,I,SI2,62.7,58.0,219.368136,1.0,5963.0
14615,1.01,Premium,G,VVS2,61.5,61.0,161.883568,1.0,5963.0
14616,1.04,Very Good,G,VS2,61.3,58.0,167.63163000000003,1.0,5964.0
14617,1.2,Ideal,E,SI2,62.5,55.0,196.80389999999997,1.0,5964.0
14618,1.22,Very Good,I,VS1,61.6,60.0,196.38808,1.0,5966.0
14619,1.12,Very Good,D,SI1,62.2,59.0,183.63177,1.0,5966.0
14620,1.07,Premium,G,VS1,59.6,58.0,177.59556,1.0,5967.0
14621,1.0,Premium,G,VS2,61.5,58.0,159.31036799999998,1.0,5967.0
14622,1.0,Very Good,G,VS2,63.5,59.0,157.34924100000003,1.0,5967.0
14623,1.0,Premium,G,VS2,60.0,59.0,164.51915999999997,1.0,5967.0
14624,1.0,Premium,G,VS2,63.0,59.0,163.87127999999998,1.0,5967.0
14625,1.0,Ideal,G,VS2,62.6,57.0,166.87424000000001,1.0,5967.0
14626,1.35,Ideal,J,VS2,61.4,57.0,221.22251,1.0,5969.0
14627,1.38,Ideal,J,SI2,62.6,56.0,224.6271,1.0,5969.0
14628,1.24,Premium,D,SI2,59.1,59.0,203.147316,1.0,5969.0
14629,1.01,Good,E,VS2,61.2,62.0,157.347388,1.0,5972.0
14630,1.24,Premium,I,SI1,58.9,59.0,206.26164,1.0,5972.0
14631,1.21,Ideal,H,SI1,61.2,57.0,200.617956,1.0,5973.0
14632,1.01,Ideal,E,SI1,62.2,57.0,161.592895,1.0,5973.0
14633,1.01,Very Good,E,SI1,63.1,57.0,164.29504,1.0,5973.0
14634,1.01,Premium,E,SI1,60.0,59.0,164.77149,1.0,5973.0
14635,1.55,Very Good,E,I1,61.6,58.0,256.67263999999994,1.0,5974.0
14636,1.03,Ideal,F,SI1,62.0,56.0,169.06109999999998,1.0,5974.0
14637,1.07,Premium,F,VS2,61.6,60.0,172.632304,1.0,5974.0
14638,1.25,Premium,I,VS2,61.0,59.0,203.43000600000002,1.0,5975.0
14639,1.25,Very Good,I,VS2,62.7,58.0,200.95647000000002,1.0,5975.0
14640,1.25,Ideal,J,VVS2,61.1,57.0,202.85134200000005,1.0,5975.0
14641,1.01,Very Good,F,SI1,61.3,60.0,161.474661,1.0,5975.0
14642,1.2,Good,H,SI1,63.6,57.0,196.78778,1.0,5975.0
14643,1.2,Premium,G,VS1,62.9,59.0,191.01622500000005,1.0,5975.0
14644,1.2,Premium,H,SI1,62.9,55.0,193.92665,1.0,5975.0
14645,1.26,Very Good,E,SI2,62.9,59.0,200.88309999999998,1.0,5976.0
14646,1.24,Ideal,I,SI1,61.1,60.0,202.85134200000005,1.0,5976.0
14647,1.24,Ideal,I,SI1,62.4,57.0,203.064147,1.0,5976.0
14648,1.02,Very Good,H,VS1,63.1,57.0,165.992288,1.0,5977.0
14649,1.02,Premium,G,VS2,62.6,59.0,164.761677,1.0,5978.0
14650,0.9,Ideal,G,VVS1,62.8,56.0,145.99137599999997,1.0,5978.0
14651,1.22,Very Good,I,VS2,63.3,57.0,197.19757200000004,1.0,5979.0
14652,1.51,Good,D,I1,57.0,64.0,241.06843200000003,1.0,5979.0
14653,1.23,Premium,H,VS2,59.3,58.0,200.6354,1.0,5979.0
14654,1.25,Ideal,J,VVS2,62.1,56.0,197.500896,1.0,5980.0
14655,0.94,Premium,D,VS1,62.3,58.0,156.473736,1.0,5980.0
14656,1.21,Premium,F,SI2,59.0,60.0,199.37856600000003,1.0,5982.0
14657,1.07,Ideal,F,SI1,62.7,56.0,172.376328,1.0,5982.0
14658,0.95,Ideal,E,VS1,61.5,57.0,153.11268,1.0,5983.0
14659,1.06,Premium,D,SI1,58.9,61.0,173.870424,1.0,5983.0
14660,1.26,Premium,I,VS2,61.0,59.0,203.72822100000002,1.0,5983.0
14661,1.0,Good,E,VS2,63.3,59.0,159.5144,1.0,5984.0
14662,1.28,Very Good,H,SI2,60.2,58.0,213.52781399999998,1.0,5984.0
14663,1.22,Ideal,H,SI1,61.9,56.0,198.660112,1.0,5985.0
14664,1.2,Very Good,I,VS2,62.1,60.0,190.903104,1.0,5986.0
14665,1.14,Premium,H,VS2,60.2,58.0,187.269552,1.0,5986.0
14666,1.01,Good,D,VS2,60.1,64.0,153.14371200000002,1.0,5986.0
14667,1.44,Good,G,I1,63.2,54.8,235.025812,1.0,5987.0
14668,1.05,Very Good,G,VS2,63.0,57.0,172.535832,1.0,5987.0
14669,1.0,Very Good,D,SI1,59.3,61.0,160.99200000000002,1.0,5987.0
14670,1.01,Very Good,F,VS2,61.4,54.0,163.5616,1.0,5988.0
14671,1.01,Very Good,F,VS2,59.9,61.0,162.9212,1.0,5988.0
14672,1.01,Good,H,VVS2,63.3,57.0,163.523295,1.0,5988.0
14673,1.01,Premium,F,VS2,62.1,60.0,162.35235600000001,1.0,5988.0
14674,1.01,Premium,F,VS2,62.7,58.0,163.99295999999998,1.0,5988.0
14675,1.01,Very Good,F,VS2,61.1,56.0,169.871856,1.0,5988.0
14676,1.01,Good,F,VS2,63.6,59.0,161.98665600000004,1.0,5988.0
14677,1.01,Good,F,VS2,63.2,58.0,161.43778799999998,1.0,5988.0
14678,1.2,Premium,F,SI2,62.8,57.0,193.46865600000004,1.0,5988.0
14679,1.21,Very Good,H,SI2,61.1,55.7,200.145084,1.0,5989.0
14680,0.92,Ideal,G,VS2,62.0,57.0,149.57654399999998,1.0,5989.0
14681,1.15,Ideal,H,VS2,62.6,57.0,190.11307500000004,1.0,5989.0
14682,1.54,Good,I,SI2,57.9,62.0,250.6455,1.0,5989.0
14683,1.16,Ideal,E,SI2,61.9,55.0,189.42933899999997,1.0,5991.0
14684,0.93,Ideal,E,SI1,61.9,56.0,151.41297600000001,1.0,5992.0
14685,1.09,Premium,H,VS2,62.3,57.0,177.50499,1.0,5993.0
14686,1.05,Ideal,H,VS2,61.4,55.0,172.466442,1.0,5993.0
14687,1.04,Ideal,H,VS2,61.8,55.0,171.05415599999998,1.0,5994.0
14688,1.54,Ideal,I,SI2,61.4,55.0,256.45982399999997,1.0,5994.0
14689,1.01,Ideal,G,VS2,61.7,57.0,166.76604000000003,1.0,5995.0
14690,1.28,Ideal,G,SI2,61.4,57.0,208.22371200000003,1.0,5995.0
14691,1.01,Very Good,G,VS1,63.1,57.0,161.94545399999998,1.0,5995.0
14692,1.21,Ideal,F,SI2,61.8,57.0,198.189882,1.0,5996.0
14693,1.2,Ideal,G,SI1,60.5,56.0,195.01182000000003,1.0,5996.0
14694,1.33,Ideal,J,SI1,62.5,56.0,216.33700499999998,1.0,5996.0
14695,1.29,Premium,G,SI2,62.0,58.0,212.656094,1.0,5996.0
14696,1.22,Premium,H,SI1,62.4,58.0,195.766736,1.0,5997.0
14697,0.96,Very Good,E,VS2,58.7,58.0,160.47605699999997,1.0,5997.0
14698,1.21,Premium,D,SI2,62.2,60.0,196.92256000000003,1.0,5997.0
14699,1.26,Ideal,H,SI2,61.0,56.0,206.467125,1.0,5998.0
14700,1.26,Premium,H,SI2,58.6,59.0,206.642304,1.0,5998.0
14701,1.02,Premium,D,SI1,62.5,59.0,161.49248,1.0,5998.0
14702,1.7,Very Good,F,I1,63.1,56.0,273.541236,1.0,5998.0
14703,1.02,Premium,G,VS2,62.7,61.0,161.645274,1.0,5998.0
14704,1.02,Premium,D,SI1,62.3,59.0,163.428804,1.0,5998.0
14705,1.26,Very Good,F,SI2,63.4,55.0,209.13624000000002,1.0,5998.0
14706,1.02,Premium,D,SI1,60.6,59.0,166.461454,1.0,5998.0
14707,1.01,Very Good,G,VS2,59.2,59.0,166.711184,1.0,5999.0
14708,1.01,Good,G,VS2,63.1,59.0,164.29504,1.0,5999.0
14709,1.01,Premium,G,VS2,62.4,58.0,163.17424200000002,1.0,5999.0
14710,1.01,Ideal,G,VS2,61.8,56.0,164.80782,1.0,5999.0
14711,1.0,Premium,G,VS1,60.9,60.0,163.16078100000001,1.0,6000.0
14712,1.2,Very Good,H,VS2,63.3,57.0,192.93710399999998,1.0,6000.0
14713,1.26,Very Good,G,SI2,61.3,55.0,207.4366,1.0,6001.0
14714,1.21,Premium,J,VVS1,61.3,59.0,195.742554,1.0,6001.0
14715,1.07,Very Good,D,SI1,60.2,55.0,177.86435199999997,1.0,6002.0
14716,2.03,Fair,H,I1,64.4,59.0,314.814045,1.0,6002.0
14717,2.03,Fair,H,I1,66.6,57.0,314.137725,1.0,6002.0
14718,0.8,Ideal,D,VVS2,61.9,56.0,129.053715,1.0,6004.0
14719,1.01,Good,E,VS2,65.4,56.0,156.315684,1.0,6004.0
14720,1.23,Ideal,G,SI2,58.8,60.0,205.471512,1.0,6005.0
14721,1.13,Premium,H,VS1,58.9,58.0,184.6872,1.0,6005.0
14722,1.0,Premium,G,VS1,60.6,59.0,162.662256,1.0,6006.0
14723,1.2,Ideal,E,SI2,61.3,56.0,198.40888,1.0,6006.0
14724,1.5,Fair,J,SI1,64.9,58.0,228.27956600000002,1.0,6006.0
14725,1.5,Good,G,SI2,57.5,63.0,243.64670400000003,1.0,6006.0
14726,1.5,Good,G,SI2,57.5,63.0,243.64670400000003,1.0,6006.0
14727,1.5,Good,G,SI2,57.9,61.0,244.68576,1.0,6006.0
14728,1.02,Very Good,F,VS2,63.3,58.0,163.524504,1.0,6007.0
14729,1.27,Very Good,I,VS2,62.6,59.0,205.96464000000003,1.0,6007.0
14730,1.73,Fair,H,SI2,65.9,58.0,276.19831999999997,1.0,6007.0
14731,1.59,Premium,E,SI2,62.3,58.0,252.09969400000003,1.0,6010.0
14732,1.34,Ideal,J,VS1,62.0,57.0,220.04787199999998,1.0,6010.0
14733,1.04,Ideal,G,VS2,62.5,57.0,171.26297999999997,1.0,6012.0
14734,1.22,Premium,E,SI2,61.5,58.0,197.543304,1.0,6012.0
14735,1.22,Premium,I,VS1,61.1,58.0,198.51048000000003,1.0,6012.0
14736,1.22,Ideal,I,SI1,61.7,57.0,197.14574,1.0,6012.0
14737,1.0,Very Good,F,VS2,61.6,56.0,164.903478,1.0,6013.0
14738,1.17,Ideal,I,VS1,62.2,53.0,195.306714,1.0,6013.0
14739,1.18,Ideal,H,SI1,61.4,55.0,193.848336,1.0,6013.0
14740,1.23,Ideal,J,VS2,61.2,57.0,201.679632,1.0,6015.0
14741,1.21,Ideal,G,SI2,62.0,56.0,196.747029,1.0,6017.0
14742,1.36,Premium,I,VS2,59.3,58.0,221.04850599999997,1.0,6017.0
14743,0.9,Ideal,E,VS2,62.3,57.0,146.80204,1.0,6018.0
14744,1.01,Very Good,G,VS2,62.4,58.0,164.352,1.0,6019.0
14745,1.2,Very Good,H,SI1,58.9,60.0,200.23426800000001,1.0,6019.0
14746,1.2,Very Good,H,SI1,62.9,56.0,195.24432,1.0,6019.0
14747,1.2,Very Good,H,SI1,62.5,59.0,187.07673599999998,1.0,6019.0
14748,1.2,Very Good,H,SI1,61.0,58.0,198.79776,1.0,6019.0
14749,1.2,Very Good,H,SI1,61.2,57.0,196.30066200000002,1.0,6019.0
14750,1.2,Very Good,H,SI1,62.1,58.0,190.62153600000002,1.0,6019.0
14751,1.01,Ideal,G,VS2,60.8,59.0,167.82479999999998,1.0,6019.0
14752,1.01,Ideal,G,VS2,62.5,57.0,165.01952,1.0,6019.0
14753,1.0,Good,D,SI1,64.1,57.0,160.601312,1.0,6020.0
14754,1.0,Very Good,F,VS1,58.4,63.0,162.201606,1.0,6021.0
14755,1.2,Premium,I,VS1,62.8,56.0,194.786,1.0,6021.0
14756,1.0,Very Good,H,VVS1,62.3,60.0,157.36675200000002,1.0,6022.0
14757,1.21,Very Good,H,SI1,62.8,56.0,198.78032000000002,1.0,6022.0
14758,1.21,Good,H,SI1,58.2,58.0,199.14428600000002,1.0,6022.0
14759,1.07,Premium,G,VS2,60.1,60.0,178.01784,1.0,6022.0
14760,1.26,Premium,I,VS2,62.4,58.0,205.79043199999998,1.0,6023.0
14761,1.01,Ideal,G,VS2,59.7,57.0,161.33101600000003,1.0,6024.0
14762,1.21,Ideal,H,SI1,62.6,53.0,199.94448000000003,1.0,6025.0
14763,1.66,Good,F,I1,62.1,57.7,270.61776,1.0,6025.0
14764,1.21,Good,G,VS1,63.7,57.0,191.67645699999997,1.0,6025.0
14765,1.21,Ideal,G,VS1,62.5,57.0,190.96139,1.0,6025.0
14766,1.21,Premium,H,SI1,59.5,58.0,203.254272,1.0,6025.0
14767,1.2,Premium,G,SI1,63.0,58.0,189.43411199999997,1.0,6026.0
14768,1.01,Premium,G,VS2,61.6,58.0,163.46880000000002,1.0,6027.0
14769,1.01,Premium,G,VS2,59.1,58.0,169.62192,1.0,6027.0
14770,1.01,Ideal,G,VS2,63.0,57.0,163.88333999999998,1.0,6027.0
14771,1.05,Very Good,G,VS2,60.1,55.0,179.91309,1.0,6028.0
14772,1.5,Very Good,F,I1,63.2,57.0,242.258364,1.0,6028.0
14773,1.0,Good,G,VS1,63.9,55.0,160.455256,1.0,6028.0
14774,1.25,Ideal,H,SI2,61.6,55.0,203.698716,1.0,6030.0
14775,1.0,Good,F,VS2,62.1,61.0,158.61573199999998,1.0,6030.0
14776,1.21,Premium,D,SI2,60.9,58.0,196.705366,1.0,6031.0
14777,1.57,Premium,J,SI2,59.6,56.0,256.16249999999997,1.0,6031.0
14778,1.27,Very Good,I,VS2,63.3,63.0,202.875222,1.0,6031.0
14779,1.25,Good,F,SI2,59.0,61.0,205.38599,1.0,6032.0
14780,1.1,Premium,G,VS2,60.3,57.0,181.62385600000002,1.0,6032.0
14781,1.02,Premium,E,VS2,60.3,60.0,167.99529600000002,1.0,6032.0
14782,1.14,Premium,F,SI1,61.1,59.0,185.87475000000003,1.0,6033.0
14783,1.14,Premium,F,SI1,59.6,58.0,186.72119999999998,1.0,6033.0
14784,1.03,Very Good,G,VS2,62.1,57.0,166.14720000000003,1.0,6036.0
14785,1.03,Very Good,G,VS2,62.3,57.0,168.692979,1.0,6036.0
14786,1.16,Ideal,H,SI1,62.2,54.0,190.0584,1.0,6036.0
14787,1.01,Very Good,F,VS2,58.5,60.0,162.887856,1.0,6037.0
14788,1.01,Good,F,VS2,64.1,59.0,152.35589600000003,1.0,6037.0
14789,1.0,Good,F,VS2,63.7,59.0,158.901864,1.0,6037.0
14790,1.0,Premium,H,VVS2,60.3,59.0,160.665368,1.0,6037.0
14791,1.0,Premium,F,VS2,58.7,62.0,165.4191,1.0,6037.0
14792,1.23,Premium,F,SI2,61.2,58.0,198.983124,1.0,6038.0
14793,1.51,Premium,H,I1,61.9,58.0,247.34625599999995,1.0,6038.0
14794,0.99,Ideal,F,SI1,62.1,58.0,160.0224,1.0,6038.0
14795,1.23,Very Good,H,VS2,58.5,62.0,199.8374,1.0,6039.0
14796,1.01,Ideal,F,SI1,62.7,54.0,165.170544,1.0,6039.0
14797,1.0,Very Good,D,SI1,61.4,63.0,159.55772,1.0,6040.0
14798,1.02,Ideal,D,SI1,61.2,56.0,170.8224,1.0,6040.0
14799,1.07,Ideal,G,VS2,62.2,57.0,172.85449999999997,1.0,6040.0
14800,1.07,Premium,G,VS2,62.2,58.0,171.63576,1.0,6040.0
14801,1.35,Very Good,I,SI2,61.0,60.0,220.00978999999998,1.0,6041.0
14802,1.15,Premium,D,SI1,61.7,58.0,187.68126000000004,1.0,6041.0
14803,1.3,Good,H,SI2,63.7,57.0,209.78232000000003,1.0,6042.0
14804,1.01,Very Good,E,VS2,62.6,56.0,164.761677,1.0,6043.0
14805,1.0,Ideal,E,VS2,62.0,55.0,162.60961200000003,1.0,6043.0
14806,1.09,Ideal,E,SI1,61.1,55.0,182.05776,1.0,6043.0
14807,1.03,Ideal,F,SI1,61.3,57.0,168.151418,1.0,6044.0
14808,1.22,Premium,I,VS2,59.3,59.0,201.98894399999998,1.0,6045.0
14809,1.13,Ideal,H,VS2,62.0,57.0,182.19010800000004,1.0,6045.0
14810,1.27,Ideal,G,SI2,61.8,56.0,206.918712,1.0,6045.0
14811,1.26,Ideal,G,SI2,60.9,55.0,211.21800000000002,1.0,6046.0
14812,1.22,Premium,D,SI2,62.0,60.0,192.4944,1.0,6046.0
14813,1.23,Ideal,H,SI1,62.3,57.0,202.00101999999998,1.0,6046.0
14814,1.51,Good,I,SI1,63.8,57.0,237.614202,1.0,6046.0
14815,1.51,Good,I,SI1,63.8,57.0,237.614202,1.0,6046.0
14816,1.01,Very Good,G,VS2,61.9,58.0,161.945784,1.0,6047.0
14817,1.02,Very Good,F,VS2,61.8,57.0,163.62752000000003,1.0,6047.0
14818,1.02,Very Good,D,SI1,62.8,56.0,165.84094800000003,1.0,6047.0
14819,1.0,Premium,F,VS2,62.1,58.0,162.44712,1.0,6047.0
14820,1.0,Premium,G,VS2,60.6,60.0,155.232,1.0,6048.0
14821,1.0,Premium,G,VS2,61.3,62.0,158.893016,1.0,6048.0
14822,1.2,Premium,H,VS2,62.4,57.0,187.63643799999997,1.0,6048.0
14823,1.0,Ideal,E,VS2,61.9,56.0,164.2944,1.0,6048.0
14824,1.0,Premium,G,VS2,63.0,58.0,162.45311999999998,1.0,6048.0
14825,1.0,Premium,G,VS2,62.0,57.0,162.607627,1.0,6048.0
14826,1.0,Premium,G,VS2,59.3,60.0,165.018735,1.0,6048.0
14827,1.0,Premium,G,VS2,58.6,61.0,167.630922,1.0,6048.0
14828,1.5,Premium,J,SI2,61.0,60.0,238.97572,1.0,6048.0
14829,1.0,Premium,G,VS2,62.2,58.0,167.231724,1.0,6048.0
14830,1.35,Ideal,J,VS1,62.3,54.0,224.24748599999998,1.0,6048.0
14831,1.0,Very Good,G,VS2,63.3,58.0,160.66185299999998,1.0,6048.0
14832,1.0,Premium,G,VS2,61.6,58.0,162.296415,1.0,6048.0
14833,0.3,Ideal,G,VS1,61.7,57.0,49.41216000000001,0.0,605.0
14834,0.3,Premium,G,VS1,62.2,59.0,49.252956,0.0,605.0
14835,0.3,Ideal,F,VS2,62.0,54.0,50.130472,0.0,605.0
14836,0.3,Very Good,H,VVS2,62.9,57.0,49.806360000000005,0.0,605.0
14837,0.3,Very Good,G,VS1,62.9,57.0,49.806360000000005,0.0,605.0
14838,0.3,Ideal,F,VS2,61.9,55.0,49.713263999999995,0.0,605.0
14839,0.3,Very Good,F,VS2,62.9,57.0,49.16082599999999,0.0,605.0
14840,0.3,Good,G,VS1,63.6,57.0,48.65346,0.0,605.0
14841,0.3,Ideal,H,VVS2,61.1,55.0,49.91328000000001,0.0,605.0
14842,0.3,Very Good,F,VS2,62.8,55.0,49.92057,0.0,605.0
14843,0.3,Premium,G,VS1,61.9,59.0,49.59792,0.0,605.0
14844,0.3,Ideal,G,VS1,61.9,56.0,49.711662000000004,0.0,605.0
14845,0.3,Very Good,F,VS2,62.9,57.0,50.340147,0.0,605.0
14846,0.3,Good,G,VS1,63.1,59.0,48.81677499999999,0.0,605.0
14847,0.3,Very Good,F,VS2,62.8,58.0,48.74812800000001,0.0,605.0
14848,0.3,Premium,F,VS2,60.4,58.0,48.708603,0.0,605.0
14849,0.3,Ideal,F,VS2,62.0,55.0,50.014964,0.0,605.0
14850,0.3,Very Good,H,VVS2,60.8,58.0,50.259370000000004,0.0,605.0
14851,0.3,Ideal,G,VS1,62.0,54.0,50.1294,0.0,605.0
14852,0.3,Ideal,H,VVS2,62.1,56.0,49.36723200000001,0.0,605.0
14853,0.3,Ideal,F,VS2,61.4,57.0,50.522808,0.0,605.0
14854,0.3,Ideal,G,VS1,59.9,56.0,50.684571000000005,0.0,605.0
14855,0.3,Premium,F,VS2,61.5,60.0,48.06430199999999,0.0,605.0
14856,0.3,Very Good,G,VS1,62.4,58.0,47.23699200000001,0.0,605.0
14857,0.3,Very Good,F,VS2,62.8,58.0,48.74920000000001,0.0,605.0
14858,0.3,Premium,H,VVS2,60.8,60.0,48.66833400000001,0.0,605.0
14859,0.3,Ideal,G,VS1,61.4,57.0,49.33929,0.0,605.0
14860,0.3,Ideal,F,VS2,61.6,57.0,49.526540000000004,0.0,605.0
14861,0.3,Good,G,VS1,63.3,56.0,49.64177999999999,0.0,605.0
14862,0.3,Premium,F,VS2,61.6,58.0,48.998234999999994,0.0,605.0
14863,1.07,Ideal,F,SI1,62.3,53.0,177.51483,1.0,6049.0
14864,1.0,Good,E,VS2,57.4,58.0,164.15670599999999,1.0,6050.0
